Replicate number,Tool,Percent_sig,Dataset
Hiv_noguerajulian.177,ANCOM-II,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.178,ANCOM-II,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.179,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.180,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.181,ANCOM-II,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.182,ANCOM-II,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.183,ANCOM-II,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.184,ANCOM-II,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.185,ANCOM-II,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.186,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.187,ANCOM-II,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.188,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.189,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.190,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.191,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.192,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.193,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.194,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.195,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.196,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.197,ANCOM-II,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.198,ANCOM-II,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.199,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.200,ANCOM-II,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.201,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.202,corncob,1.811125485,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.203,corncob,1.002587322,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.204,corncob,1.714100906,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.205,corncob,1.811125485,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.206,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.207,corncob,1.552393273,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.208,corncob,2.457956016,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.209,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.210,corncob,1.358344114,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.211,corncob,1.164294955,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.212,corncob,1.940491591,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.213,corncob,1.455368693,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.214,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.215,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.216,corncob,1.423027167,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.217,corncob,2.23156533,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.218,corncob,1.940491591,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.219,corncob,1.39068564,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.220,corncob,2.393272962,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.221,corncob,1.423027167,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.222,corncob,2.199223803,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.223,corncob,2.005174644,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.224,corncob,1.681759379,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.225,corncob,1.617076326,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.226,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.227,corncob,1.908150065,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.228,corncob,1.584734799,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.229,corncob,1.358344114,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.230,corncob,1.940491591,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.231,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.232,corncob,2.005174644,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.233,corncob,1.455368693,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.234,corncob,1.714100906,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.235,corncob,1.617076326,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.236,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.237,corncob,1.778783959,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.238,corncob,1.714100906,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.239,corncob,1.552393273,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.240,corncob,1.811125485,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.241,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.242,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.243,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.244,corncob,1.617076326,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.245,corncob,1.520051746,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.246,corncob,1.778783959,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.247,corncob,2.005174644,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.248,corncob,1.293661061,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.249,corncob,1.714100906,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.250,corncob,1.293661061,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.251,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.252,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.253,corncob,1.940491591,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.254,corncob,1.584734799,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.255,corncob,2.23156533,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.256,corncob,1.552393273,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.257,corncob,1.681759379,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.258,corncob,1.261319534,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.259,corncob,1.584734799,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.260,corncob,2.069857697,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.261,corncob,1.811125485,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.262,corncob,1.584734799,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.263,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.264,corncob,1.584734799,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.265,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.266,corncob,1.681759379,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.267,corncob,2.425614489,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.268,corncob,1.39068564,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.269,corncob,1.714100906,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.270,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.271,corncob,1.034928849,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.272,corncob,1.293661061,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.273,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.274,corncob,1.423027167,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.275,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.276,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.277,corncob,1.39068564,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.278,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.279,corncob,1.39068564,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.280,corncob,1.326002587,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.281,corncob,1.164294955,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.282,corncob,2.619663648,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.283,corncob,2.13454075,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.284,corncob,1.617076326,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.285,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.286,corncob,1.293661061,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.287,corncob,1.843467012,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.288,corncob,1.196636481,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.289,corncob,1.681759379,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.290,corncob,1.48771022,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.291,corncob,1.455368693,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.292,corncob,1.261319534,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.293,corncob,1.39068564,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.294,corncob,1.520051746,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.295,corncob,1.228978008,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.296,corncob,1.681759379,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.297,corncob,1.649417853,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.298,corncob,1.455368693,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.299,corncob,1.228978008,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.300,corncob,2.393272962,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.301,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.302,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.303,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.304,DESeq2,0.388098318,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.305,DESeq2,0.291073739,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.306,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.307,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.308,DESeq2,0.517464424,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.309,DESeq2,0.485122898,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.310,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.311,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.312,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.313,DESeq2,0.549805951,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.314,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.315,DESeq2,0.291073739,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.316,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.317,DESeq2,1.034928849,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.318,DESeq2,0.291073739,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.319,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.320,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.321,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.322,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.323,DESeq2,0.452781371,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.324,DESeq2,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.325,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.326,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.327,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.328,DESeq2,0.420439845,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.329,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.330,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.331,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.332,DESeq2,0.517464424,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.333,DESeq2,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.334,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.335,DESeq2,0.388098318,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.336,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.337,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.338,DESeq2,0.420439845,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.339,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.340,DESeq2,0.420439845,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.341,DESeq2,0.808538163,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.342,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.343,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.344,DESeq2,0.808538163,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.345,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.346,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.347,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.348,DESeq2,0.291073739,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.349,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.350,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.351,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.352,DESeq2,0.355756792,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.353,DESeq2,0.905562743,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.354,DESeq2,0.323415265,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.355,DESeq2,0.388098318,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.356,DESeq2,0.161707633,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.357,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.358,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.359,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.360,DESeq2,0.582147477,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.361,DESeq2,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.362,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.363,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.364,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.365,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.366,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.367,DESeq2,0.517464424,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.368,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.369,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.370,DESeq2,0.323415265,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.371,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.372,DESeq2,0.355756792,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.373,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.374,DESeq2,0.161707633,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.375,DESeq2,0.032341527,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.376,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.377,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.378,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.379,DESeq2,0.388098318,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.380,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.381,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.382,DESeq2,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.383,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.384,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.385,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.386,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.387,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.388,DESeq2,0.09702458,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.389,DESeq2,0.226390686,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.390,DESeq2,0.291073739,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.391,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.392,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.393,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.394,DESeq2,0.194049159,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.395,DESeq2,0.064683053,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.396,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.397,DESeq2,0.129366106,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.398,DESeq2,0.258732212,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.399,DESeq2,0,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.400,DESeq2,0.161707633,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.401,edgeR,9.637774903,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.402,edgeR,11.25485123,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.403,edgeR,9.702457956,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.404,edgeR,9.605433376,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.405,edgeR,10.28460543,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.406,edgeR,11.06080207,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.407,edgeR,12.54851229,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.408,edgeR,13.64812419,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.409,edgeR,11.7076326,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.410,edgeR,10.51099612,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.411,edgeR,11.0931436,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.412,edgeR,11.57826649,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.413,edgeR,10.44631307,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.414,edgeR,12.28978008,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.415,edgeR,10.41397154,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.416,edgeR,8.73221216,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.417,edgeR,11.31953428,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.418,edgeR,11.06080207,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.419,edgeR,11.51358344,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.420,edgeR,10.89909444,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.421,edgeR,10.1228978,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.422,edgeR,10.21992238,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.423,edgeR,11.19016818,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.424,edgeR,9.928848642,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.425,edgeR,9.767141009,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.426,edgeR,10.1228978,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.427,edgeR,11.77231565,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.428,edgeR,11.80465718,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.429,edgeR,9.508408797,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.430,edgeR,10.02587322,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.431,edgeR,11.0931436,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.432,edgeR,10.44631307,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.433,edgeR,10.25226391,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.434,edgeR,9.799482536,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.435,edgeR,12.16041397,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.436,edgeR,9.120310479,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.437,edgeR,9.928848642,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.438,edgeR,10.09055627,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.439,edgeR,10.18758085,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.440,edgeR,10.89909444,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.441,edgeR,10.6080207,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.442,edgeR,10.67270375,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.443,edgeR,11.80465718,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.444,edgeR,12.51617076,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.445,edgeR,10.67270375,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.446,edgeR,10.70504528,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.447,edgeR,11.0931436,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.448,edgeR,11.77231565,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.449,edgeR,9.282018111,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.450,edgeR,12.77490298,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.451,edgeR,10.02587322,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.452,edgeR,9.540750323,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.453,edgeR,12.71021992,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.454,edgeR,11.86934023,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.455,edgeR,10.54333765,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.456,edgeR,9.702457956,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.457,edgeR,10.02587322,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.458,edgeR,9.799482536,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.459,edgeR,9.702457956,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.460,edgeR,10.76972833,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.461,edgeR,9.993531695,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.462,edgeR,9.961190168,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.463,edgeR,9.896507115,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.464,edgeR,9.702457956,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.465,edgeR,14.74773609,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.466,edgeR,10.83441138,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.467,edgeR,11.80465718,Human - HIV (3)
  ASVs: 3092,,,
Hiv_noguerajulian.468,edgeR,8.990944373,Human - HIV (3)
  ASVs: 3092,,,
